Common,808
GPS Time,MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude
2018-04-24 23:02:24,00:13:33:ef:dd:bf,xNonex,WPA2,-57,5,Baudtec,Unidentified,14.645805,121.057262
2018-04-24 23:00:44,50:09:59:85:05:bd,SKYbroadband05BA,WPA2/WPA,-87,11,Technico,Broadband,14.645007,121.057347
2018-04-24 23:01:46,b4:2a:0e:29:f1:8e,SKYbroadbandF18B,WPA2,-68,1,Technico,Broadband,14.645477,121.057280
2018-04-24 23:02:04,fc:b4:e6:a8:fc:09,SKYbroadband4111,WPA2/WPA,-74,1,AskeyCom,Broadband,14.645640,121.057253
2018-04-24 23:01:06,00:23:eb:22:6b:f7,AHFLAT4,WPA2/WPA,-78,1,Cisco,Unidentified,14.645140,121.057280
2018-04-24 23:01:09,cc:06:77:d9:5b:d8,PLDTHOMEFIBR95bd8,WPA2/WPA,-63,1,Fiberhom,Fiber,14.645162,121.057278
2018-04-24 23:00:49,78:c1:a7:03:63:e4,whitelion,WPA,-84,1,Zte,Unidentified,14.645048,121.057328
2018-04-24 23:02:24,00:13:33:ef:dd:be,PLDTHOMEDSL,WPA2/WPA,-57,5,Baudtec,Broadband,14.645805,121.057262
2018-04-24 23:02:44,94:46:96:19:2a:e3,PLDTHOMEDSLFNFH0,WPA2/WPA,-61,5,Baudtec,Broadband,14.645957,121.057263
2018-04-24 23:02:24,00:13:33:ef:dd:c0,PLDTHOMEDSL,WPA2,-60,5,Baudtec,Broadband,14.645805,121.057262
2018-04-24 23:01:51,f0:98:38:a0:2d:c4,lucky21,WPA2/WPA,-70,5,HuaweiTe,Unidentified,14.645515,121.057270
2018-04-24 23:01:16,4c:f9:5d:85:a7:d0,QEC,WPA2/WPA,-52,8,HuaweiTe,Unidentified,14.645217,121.057302
2018-04-24 23:01:55,bc:c0:0f:1e:d4:08,Wifi2,WPA2/WPA,-77,9,Fiberhom,Fiber,14.645558,121.057265
2018-04-24 23:01:19,54:04:a6:bd:7d:dc,MLO,WPA2/WPA,-65,10,AsustekC,Unidentified,14.645237,121.057303
2018-04-24 23:00:44,c8:3a:35:36:de:51,monster1,WPA2/WPA,-83,11,TendaTec,Unidentified,14.645007,121.057347
2018-04-24 23:00:44,00:13:33:f2:86:6d,PLDTHOMEDSL,WPA2/WPA,-87,11,Baudtec,Broadband,14.645007,121.057347
2018-04-24 23:02:17,90:61:0c:3e:f8:8a,PLDTHOMEDSL63626,WPA2/WPA,-64,11,FidaInte,Broadband,14.645752,121.057262
2018-04-24 23:01:06,06:23:eb:22:6b:f7,AHFLAT6,WPA2/WPA,-77,1,None,Unidentified,14.645140,121.057280
2018-04-24 23:01:15,5c:f2:86:2e:93:e5,Globe_LTE MIFI_93E5,WPA2/WPA,-61,7,IeeeRegi,Hotspot,14.645213,121.057302
2018-04-24 23:02:04,fe:a6:67:52:47:01,xNonex,WPA2,-76,1,None,Unidentified,14.645640,121.057253
2018-04-24 23:01:30,34:ba:9a:4f:d6:58,Smart_Bro_4FD658,WPA2,-75,6,Asiatelc,Unidentified,14.645338,121.057312
2018-04-24 23:01:55,18:a6:f7:27:bc:cc,PLDTHOMEFIBRf2530_,WPA2/WPA,-79,9,Tp-LinkT,Unidentified,14.645558,121.057265
2018-04-24 23:01:55,bc:c0:0f:bf:25:30,PLDTHOMEFIBRf2530,WPA2/WPA,-79,9,Fiberhom,Fiber,14.645558,121.057265
2018-04-24 23:02:15,fc:8b:97:27:88:8b,PLDTMyDSL,WPA2/WPA,-73,11,Shenzhen,Broadband,14.645732,121.057260
2018-04-24 23:01:57,c4:e9:84:75:a7:12,_17 Mahiyain_2_2,WPA2/WPA,-80,10,Tp-LinkT,Unidentified,14.645582,121.057262
2018-04-24 23:03:32,00:13:33:d6:2b:cb,PLDTHOMEDSL,WPA2/WPA,-62,11,Baudtec,Broadband,14.646262,121.057240
2018-04-24 23:02:16,08:95:2a:e4:82:a2,SKYbroadband54F3,WPA2/WPA,-71,11,Technico,Broadband,14.645740,121.057260
2018-04-24 23:02:21,fc:b4:e6:a9:13:b8,redwire,WPA2/WPA,-68,1,AskeyCom,Unidentified,14.645780,121.057263
2018-04-24 23:03:38,e0:8e:3c:2f:3e:6d,bayanDSLWIFI_3E6D,WPA2/WPA,-59,1,AztechEl,Broadband,14.646262,121.057223
2018-04-24 23:01:44,d0:b2:c4:46:b1:0f,SKYbroadbandB10C,WPA2/WPA,-81,1,Technico,Broadband,14.645467,121.057297
2018-04-24 23:01:46,90:61:0c:35:71:f1,xNonex,WPA2/WPA,-76,1,FidaInte,Unidentified,14.645477,121.057280
2018-04-24 23:02:29,bc:c0:0f:7b:74:00,FIBERHOME_b7400,WPA2/WPA,-59,5,Fiberhom,Fiber,14.645845,121.057258
2018-04-24 23:02:23,bc:c0:0f:7b:54:48,FIBERHOME_b5448,WPA2/WPA,-70,2,Fiberhom,Fiber,14.645795,121.057263
2018-04-24 23:02:24,c2:56:27:d3:db:d2,Velicaria-Guest,OPN,-92,3,None,Unidentified,14.645805,121.057262
2018-04-24 23:02:24,c0:56:27:d3:db:d1,Velicaria,WPA2/WPA,-89,3,BelkinIn,Unidentified,14.645805,121.057262
2018-04-24 23:03:26,08:10:74:62:0f:1e,Youre an Idiot,WPA2/WPA,-57,6,None,Unidentified,14.646227,121.057260
2018-04-24 23:04:11,90:61:0c:1f:a2:77,PLDTHOMEDSL,WPA2/WPA,-77,11,FidaInte,Broadband,14.646473,121.057200
2018-04-24 23:04:12,ac:cf:85:58:8e:26,HUAWEI-E5330-8E26,WPA2,-70,11,HuaweiTe,Hotspot,14.646482,121.057202
2018-04-24 23:03:38,70:5a:9e:da:5e:65,SKYbroadband5E62,WPA2/WPA,-62,1,Technico,Broadband,14.646262,121.057223
2018-04-24 23:03:40,78:c1:a7:01:f8:b0,ZTEH108N_1F8B0,WPA,-60,2,Zte,Broadband,14.646272,121.057217
2018-04-24 23:02:47,7c:c7:09:ff:ac:94,none,none,-86,6,none,Unidentified,14.645975,121.057267
2018-04-24 23:03:27,cc:06:77:22:75:c0,Red_PLDT_2.4gHz,WPA2/WPA,-68,6,Fiberhom,Fiber,14.646235,121.057258
2018-04-24 23:02:51,bc:c0:0f:1f:f2:20,PLDTFIBERIsidro,WPA2/WPA,-73,8,Fiberhom,Fiber,14.646005,121.057268
2018-04-24 23:03:31,c0:a0:bb:12:90:a4,linkanddie,WPA2/WPA,-65,10,D-LinkIn,Unidentified,14.646260,121.057247
2018-04-24 23:04:50,9c:a9:e4:9a:e3:bf,Sun Wi-Fi_9AE3BE,OPN,-57,11,Zte,Unidentified,14.646772,121.057208
2018-04-24 23:05:19,bc:c0:0f:7b:d7:c0,FIBERHOME_bd7c0,WPA2/WPA,-55,3,Fiberhom,Fiber,14.647060,121.057315
2018-04-24 23:04:54,00:13:33:d3:4b:09,PLDTHOMEDSL,WPA2/WPA,-70,2,Baudtec,Broadband,14.646802,121.057212
2018-04-24 23:04:42,00:22:6b:6f:b3:fd,atalier,WPA2/WPA,-64,6,Cisco-Li,Unidentified,14.646710,121.057198
2018-04-24 23:04:39,28:ff:3e:3d:dd:31,bayanDSLWIFI_DD31,WPA2/WPA,-52,6,Zte,Broadband,14.646685,121.057197
2018-04-24 23:05:36,1c:67:58:ec:6e:69,BRIGHTSPEED39,WPA2,-58,1,HuaweiTe,Unidentified,14.647138,121.057418
2018-04-24 23:04:17,60:02:92:32:98:5b,a70319,WPA2/WPA,-81,1,Pegatron,Unidentified,14.646513,121.057227
2018-04-24 23:04:47,f0:98:38:07:d0:98,BLUE_EYES,WPA2/WPA,-74,11,HuaweiTe,Unidentified,14.646750,121.057205
2018-04-24 23:05:12,90:61:0c:2e:a7:39,PLDTHOMEDSL42809,WPA2/WPA,-71,1,FidaInte,Broadband,14.646990,121.057287
2018-04-24 23:05:24,8c:eb:c6:ce:20:18,B315_E2018,WPA2/WPA,-73,8,HuaweiTe,Unidentified,14.647102,121.057333
2018-04-24 23:05:10,00:26:75:ea:a8:cc,foureyes,WPA,-72,10,AztechEl,Unidentified,14.646968,121.057277
2018-04-24 23:04:35,00:13:33:fe:e4:28,PLDTHOMEDSL,WPA2/WPA,-71,1,Baudtec,Broadband,14.646650,121.057190
2018-04-24 23:05:24,84:16:f9:35:36:c2,Pazzo Brew Bar,WPA2,-72,8,Tp-LinkT,Unidentified,14.647102,121.057333
2018-04-24 23:05:31,a0:f3:c1:a4:4d:8a,Elenita,WPA2/WPA,-79,1,Tp-LinkT,Unidentified,14.647142,121.057375
2018-04-24 23:05:12,94:a7:b7:26:73:a3,Ernest_bayanDSLWiFi,WPA2/WPA,-86,1,Zte,Broadband,14.646990,121.057287
2018-04-24 23:05:33,90:61:0c:33:aa:70,PLDTHOMEDSL43632,WPA2/WPA,-81,1,FidaInte,Broadband,14.647145,121.057388
2018-04-24 23:05:13,70:5a:9e:da:57:29,SKYbroadband5726,WPA2/WPA,-82,1,Technico,Broadband,14.647000,121.057290
2018-04-24 23:05:13,d0:b2:c4:57:23:67,arbalest,WPA2/WPA,-88,1,Technico,Unidentified,14.647000,121.057290
2018-04-24 23:05:28,08:95:2a:e4:85:d8,SKYbroadband624F,WPA2/WPA,-85,11,Technico,Broadband,14.647125,121.057358
2018-04-24 23:12:29,34:97:f6:5d:3b:d8,KAPE_GUEST,WPA2,-57,4,AsustekC,Unidentified,14.646822,121.057815
2018-04-24 23:12:33,1c:74:0d:17:57:88,PLDTHOMEDSL3SQBI,WPA2/WPA,-65,164,ZyxelCom,Broadband,14.646807,121.057857
2018-04-24 23:10:57,5c:f2:86:21:ef:3e,SmartBro_21EF3E,WPA2/WPA,-51,8,IeeeRegi,Unidentified,14.646662,121.057562
2018-04-24 23:11:36,00:19:be:81:32:e2,Altai_Wifi,WPA2,-72,6,AltaiTec,Unidentified,14.646718,121.057497
2018-04-24 23:12:13,36:69:87:e8:47:ae,DANCING,WPA2/WPA,-73,6,None,Unidentified,14.646837,121.057725
2018-04-24 23:11:32,e2:5f:45:0b:f0:ad,Violino,WPA2,-64,6,None,Unidentified,14.646700,121.057498
2018-04-24 23:11:32,60:45:cb:44:9e:bf,yo,WPA2,-53,6,AsustekC,Unidentified,14.646700,121.057498
2018-04-24 23:12:08,cc:06:77:23:21:b0,PLDT_JOLO,WPA2/WPA,-67,7,Fiberhom,Fiber,14.646825,121.057707
2018-04-24 23:11:01,90:61:0c:16:73:f9,PLDTMyDSL,WPA2/WPA,-73,11,FidaInte,Broadband,14.646667,121.057557
2018-04-24 23:12:00,00:13:33:db:90:5c,PLDTHOMEDSL,WPA2/WPA,-63,11,Baudtec,Broadband,14.646773,121.057635
2018-04-24 23:10:43,e0:8e:3c:1a:88:57,METEORO,WPA2/WPA,-74,11,AztechEl,Unidentified,14.646648,121.057567
2018-04-24 23:11:39,ac:f9:70:ec:e7:f4,HomeWifi,WPA2/WPA,-79,8,HuaweiTe,Unidentified,14.646715,121.057495
2018-04-24 23:11:20,f4:e3:fb:e5:49:fc,XRZ-850,WPA2/WPA,-77,9,HuaweiTe,Unidentified,14.646600,121.057510
2018-04-24 23:11:13,34:ba:9a:50:56:bc,Cursed You SHT,WPA2,-85,9,Asiatelc,Unidentified,14.646652,121.057543
2018-04-24 23:12:21,78:c1:a7:03:9e:ec,Pebble,WPA,-52,1,Zte,Unidentified,14.646832,121.057762
2018-04-24 23:12:49,90:61:0c:39:f2:a4,PLDTHOMEDSL62116,WPA2/WPA,-87,1,FidaInte,Broadband,14.646728,121.057983
2018-04-24 23:10:45,02:9f:c2:4f:fc:46,xNonex,WPA2,-78,1,None,Unidentified,14.646647,121.057568
2018-04-24 23:11:29,d2:5b:a8:f8:d5:d9,PadrePio,WPA2/WPA,-77,1,None,Unidentified,14.646672,121.057503
2018-04-24 23:11:41,90:61:0c:3a:4b:6e,PLDTHOMEDSL19310,WPA2/WPA,-67,1,FidaInte,Broadband,14.646715,121.057497
2018-04-24 23:12:44,cc:06:77:21:70:80,zab,WPA2/WPA,-58,11,Fiberhom,Fiber,14.646760,121.057958
2018-04-24 23:11:53,cc:06:77:e1:80:f8,Cerebrew,WPA,-70,11,Fiberhom,Fiber,14.646780,121.057585
2018-04-24 23:11:04,28:92:4a:14:9f:84,HOLYFAMILY,WPA2/WPA,-80,13,HewlettP,Not an AP,14.646670,121.057555
2018-04-24 23:10:45,f2:9f:c2:4f:fc:46,HOLY FAMILY  SCHOOL QUEZON CITY,WPA2,-79,1,None,Unidentified,14.646647,121.057568
2018-04-24 23:13:02,f4:f2:6d:94:56:14,OrangeSegment1,WPA2,-60,1,Tp-LinkT,Unidentified,14.646702,121.058110
2018-04-24 23:12:50,8c:4c:ad:00:9f:6b,SmartBro_Euro,WPA2/WPA,-63,2,Evoluzn,Unidentified,14.646725,121.057995
2018-04-24 23:19:12,1e:74:0d:02:42:c0,PLDTMyDSLBiz,WPA2/WPA,-81,3,None,Broadband,14.646103,121.057763
2018-04-24 23:14:16,ec:8c:a2:30:ff:28,#SmartWifi @StrEATMag,OPN,-50,6,RuckusWi,Unidentified,14.646545,121.058768
2018-04-24 23:11:52,00:26:75:f6:01:38,Aztech5018_6013A,WPA,-74,10,AztechEl,Unidentified,14.646782,121.057577
2018-04-24 23:13:03,cc:06:77:5c:bd:58,OSPLDT2_4G,WPA2/WPA,-66,11,Fiberhom,Fiber,14.646700,121.058118
2018-04-24 23:12:45,90:61:0c:2d:88:5b,Nuat Thai 80 Maginhawa,WPA2,-60,11,FidaInte,Unidentified,14.646753,121.057965
2018-04-24 23:12:48,88:d2:74:86:cf:41,bayanDSLWIFI_CF41,WPA2/WPA,-58,1,Zte,Broadband,14.646733,121.057980
2018-04-24 23:13:26,70:5a:9e:64:41:7e,b417B,WPA2/WPA,-73,1,Technico,Unidentified,14.646683,121.058300
2018-04-24 23:36:03,b4:2a:0e:29:fe:25,SKYbroadbandFE22,WPA2,-57,1,Technico,Broadband,14.646370,121.059070
2018-04-24 23:13:44,34:ba:9a:55:c5:b6,xNonex,WPA2/WPA,-79,4,Asiatelc,Unidentified,14.646578,121.058402
2018-04-24 23:12:57,a4:2b:b0:d9:10:26,xNonex,WPA2/WPA,-78,6,Tp-LinkT,Unidentified,14.646700,121.058068
2018-04-24 23:12:55,5c:6a:80:a3:6f:2b,UndefeatedBarbershop,WPA2/WPA,-71,6,ZyxelCom,Unidentified,14.646705,121.058047
2018-04-24 23:11:45,90:61:0c:40:de:0c,PLDTHOMEDSL56844,WPA2/WPA,-86,1,FidaInte,Broadband,14.646732,121.057527
2018-04-24 23:11:40,50:04:b8:45:1d:5c,work,WPA2/WPA,-75,1,HuaweiTe,Unidentified,14.646715,121.057497
2018-04-24 23:14:09,0c:f4:d5:15:99:28,#SmartWifi @StrEATMag,OPN,-55,1,RuckusWi,Unidentified,14.646538,121.058693
2018-04-24 23:13:15,d0:22:be:70:50:24,Casidy,WPA2,-67,6,SamsungE,Phone,14.646695,121.058220
2018-04-24 23:11:54,2e:33:7a:f8:6f:25,DIRECT-OQUMBREON-IImsKK,WPA2,-84,11,None,Unidentified,14.646785,121.057592
2018-04-24 23:14:03,cc:06:77:6e:c9:98,#WIP PH 1,WPA2/WPA,-42,11,Fiberhom,Fiber,14.646532,121.058625
2018-04-24 23:12:21,90:61:0c:2d:d3:09,tom&jerry,WPA2,-67,11,FidaInte,Unidentified,14.646832,121.057762
2018-04-24 23:11:45,5c:c3:07:41:c3:b6,Hexadecagon,WPA2/WPA,-88,4,HuaweiTe,Unidentified,14.646732,121.057527
2018-04-24 23:11:59,e0:8e:3c:19:b0:ab,79Maginhawa,WPA,-86,1,AztechEl,Unidentified,14.646775,121.057630
2018-04-24 23:13:11,f0:9f:c2:27:9d:b9,Wireless,WPA2,-69,9,Ubiquiti,Unidentified,14.646688,121.058187
2018-04-24 23:13:11,f2:9f:c2:27:9d:b9,backyard,WPA2,-69,9,None,Unidentified,14.646688,121.058187
2018-04-24 23:12:43,1a:74:2e:bc:c2:22,xNonex,WPA2,-74,11,None,Unidentified,14.646768,121.057950
2018-04-24 23:11:56,88:3f:d3:06:3b:a0,Lacuesta,WPA2/WPA,-81,11,HuaweiTe,Unidentified,14.646778,121.057603
2018-04-24 23:12:08,bc:c0:0f:7b:a6:28,POCHOKFiber,WPA2/WPA,-89,3,Fiberhom,Fiber,14.646825,121.057707
2018-04-24 23:12:56,70:28:8b:7e:0b:7c,iWifi,WPA2,-74,6,SamsungE,Phone,14.646702,121.058058
2018-04-24 23:13:15,90:61:0c:33:a6:ea,PLDTHOMEDSL42730,WPA2/WPA,-78,6,FidaInte,Broadband,14.646695,121.058220
2018-04-24 23:39:17,cc:06:77:6f:30:40,SAIGON PHO1,WPA2/WPA,-51,7,Fiberhom,Fiber,14.645842,121.060583
2018-04-24 23:12:43,74:cc:39:86:00:88,KAPE ,WPA2/WPA,-78,11,Fiberhom,Fiber,14.646768,121.057950
2018-04-24 23:12:44,00:13:33:e1:7d:fc,PLDTHOMEDSL,WPA2/WPA,-60,11,Baudtec,Broadband,14.646760,121.057958
2018-04-24 23:12:36,82:2a:a8:41:e9:d6,upstairs,WPA2,-84,11,None,Unidentified,14.646813,121.057890
2018-04-24 23:12:42,80:2a:a8:41:e9:d6,Wireless,WPA2,-80,11,Ubiquiti,Unidentified,14.646775,121.057940
2018-04-24 23:12:48,48:f8:b3:0f:d9:65,MotorGirl,WPA2,-72,1,Cisco-Li,Unidentified,14.646733,121.057980
2018-04-24 23:12:57,14:ab:f0:4d:9d:80,ARRIS-9D82,WPA2,-83,6,ArrisGro,Unidentified,14.646700,121.058068
2018-04-24 23:13:14,f0:98:38:07:9c:34,sjvmr,WPA2/WPA,-80,4,HuaweiTe,Unidentified,14.646693,121.058212
2018-04-24 23:36:13,00:13:33:ea:7b:21,trendzoneqc,WPA2/WPA,-57,10,Baudtec,Unidentified,14.646367,121.059163
2018-04-24 23:35:58,00:13:33:df:9b:b8,PLDTHOMEDSL,WPA2/WPA,-63,11,Baudtec,Broadband,14.646347,121.059030
2018-04-24 23:13:02,14:b7:f8:62:6d:80,Teslala,WPA2,-82,1,Technico,Unidentified,14.646702,121.058110
2018-04-24 23:38:32,8c:68:c8:c0:0f:ae,bayanDSLWIFI_0FAE,WPA2/WPA,-52,1,None,Broadband,14.646067,121.060218
2018-04-24 23:13:33,f0:98:38:07:78:bc,8386CGA,WPA2/WPA,-79,6,HuaweiTe,Unidentified,14.646667,121.058363
2018-04-24 23:13:15,0e:41:58:01:1d:a3,5GB/s-3,WPA2,-84,6,None,Unidentified,14.646695,121.058220
2018-04-24 23:16:01,94:a7:b7:26:48:d0,bayanDSLWIFI_48D0,WPA2/WPA,-65,4,Zte,Broadband,14.645865,121.058760
2018-04-24 23:13:15,bc:c0:0f:7b:db:c0,FIBERHOME_bdbc0,WPA2/WPA,-74,6,Fiberhom,Fiber,14.646695,121.058220
2018-04-24 23:13:59,d4:a1:48:6e:37:88,B315_E3788,WPA2/WPA,-64,9,HuaweiTe,Unidentified,14.646533,121.058577
2018-04-24 23:36:14,00:13:33:ea:7b:20,PLDTHOMEDSLadmin,WPA2/WPA,-56,10,Baudtec,Broadband,14.646367,121.059170
2018-04-24 23:14:59,e0:8e:3c:19:9c:bb,Aztech5068_99CBB,WPA,-83,10,AztechEl,Unidentified,14.646200,121.058888
2018-04-24 23:36:52,e0:8e:3c:2d:fa:d5,bayanDSLWIFI_FAD5,WPA2/WPA,-57,11,AztechEl,Broadband,14.646262,121.059435
2018-04-24 23:37:52,e4:7d:eb:03:22:2c,Aircast_Wifi_44,WPA2,-77,11,Shanghai,Unidentified,14.646170,121.059890
2018-04-24 23:37:10,00:13:33:e1:63:df,PLDTHOMEDSL,WPA2/WPA,-57,11,Baudtec,Broadband,14.646233,121.059568
2018-04-24 23:14:29,48:00:33:a7:e7:a1,SKYbroadbandE79E,WPA2/WPA,-62,1,Technico,Broadband,14.646495,121.058882
2018-04-24 23:14:16,5c:f2:86:21:96:ea,CCTV,WPA2/WPA,-72,7,IeeeRegi,Unidentified,14.646545,121.058768
2018-04-24 23:14:09,9e:ae:d3:f7:81:71,DIRECT-D3F70171,WPA2,-67,1,None,Unidentified,14.646538,121.058693
2018-04-24 23:36:39,94:46:96:1d:46:ce,PLDTHOMEDSLUJU40,WPA2/WPA,-58,1,Baudtec,Broadband,14.646318,121.059353
2018-04-24 23:13:48,94:46:96:17:00:3d,PLDTHOMEDSL7M7R0,WPA2/WPA,-74,1,Baudtec,Broadband,14.646557,121.058457
2018-04-24 23:14:32,90:06:28:79:65:83,AndroidAP,WPA2,-72,4,SamsungE,Phone,14.646467,121.058892
2018-04-24 23:36:04,14:b7:f8:64:5d:e0,X Pulang Itlog ,WPA2,-70,1,Technico,Unidentified,14.646368,121.059082
2018-04-24 23:36:05,f0:98:38:07:ce:cc,HUAWEI-sJ8b,WPA2/WPA,-70,2,HuaweiTe,Unidentified,14.646367,121.059090
2018-04-24 23:35:31,00:90:a9:10:89:7c,GuestWiFi,WPA2,-57,6,WesternD,Unidentified,14.646178,121.058940
2018-04-24 23:35:31,00:90:a9:10:89:7b,SunkenGalleon,WPA2,-58,6,WesternD,Unidentified,14.646178,121.058940
2018-04-24 23:36:06,f0:98:38:72:b5:48,NESTOR VERA CRUZ,WPA2/WPA,-75,6,HuaweiTe,Unidentified,14.646365,121.059102
2018-04-24 23:36:09,14:ab:f0:4c:c1:b0,SpynetCafe,WPA2,-67,6,ArrisGro,Unidentified,14.646363,121.059133
2018-04-24 23:35:19,00:21:29:9d:a8:2f,SpanishCoins,WPA2,-69,11,Cisco-Li,Unidentified,14.646060,121.058912
2018-04-24 23:14:22,00:90:a9:0e:55:0b,CallaoMan,WPA2,-61,11,WesternD,Unidentified,14.646530,121.058822
2018-04-24 23:15:13,90:61:0c:11:8d:26,PLDTMyDSLateo,WPA2/WPA,-56,11,FidaInte,Broadband,14.646043,121.058858
2018-04-24 23:37:29,14:b7:f8:0b:38:33,Chibutt,WPA2/WPA,-60,11,Technico,Unidentified,14.646222,121.059718
2018-04-24 23:15:19,7c:11:cb:6e:fe:af,Ramiyanarasam,WPA2/WPA,-54,10,HuaweiTe,Unidentified,14.645990,121.058852
2018-04-24 23:14:27,50:09:59:83:80:35,Skynet,WPA2/WPA,-75,1,Technico,Unidentified,14.646508,121.058867
2018-04-24 23:14:27,90:61:0c:37:67:ea,Lights,WPA2/WPA,-81,1,FidaInte,Unidentified,14.646508,121.058867
2018-04-24 23:35:30,1c:74:0d:17:c9:a0,PLDTHOMEDSL29VC1,WPA2/WPA,-61,5,ZyxelCom,Broadband,14.646172,121.058938
2018-04-24 23:37:05,d6:ae:05:a2:f3:75,AndroidAP,WPA2,-62,6,None,Phone,14.646242,121.059525
2018-04-24 23:34:57,18:a3:e8:1e:a2:10,PLDTHOMEFIBR_1ea210,WPA2/WPA,-62,7,Fiberhom,Fiber,14.645830,121.058835
2018-04-24 23:21:01,be:41:01:94:8f:17,q.c circle,WPA2,-74,6,None,Unidentified,14.645842,121.058722
2018-04-24 23:37:05,74:cc:39:bb:7e:50,Anytime Fitness Maginhawa,WPA2/WPA,-79,6,Fiberhom,Fiber,14.646242,121.059525
2018-04-24 23:21:02,36:68:95:5d:fc:62,DIRECT-6y-BRAVIA,WPA2,-66,7,None,Not an AP,14.645838,121.058725
2018-04-24 23:21:22,94:44:52:c2:20:9b,belkin.599b,WPA2/WPA,-57,9,BelkinIn,Unidentified,14.645735,121.058813
2018-04-24 23:14:53,44:6e:e5:5b:48:82,VIRUS,WPA2,-68,10,HuaweiTe,Unidentified,14.646258,121.058905
2018-04-24 23:35:23,00:90:a9:10:93:eb,CalataganPot,WPA2,-67,11,WesternD,Unidentified,14.646105,121.058918
2018-04-24 23:21:27,78:c1:a7:02:90:f8,BEBESHKA,WPA,-67,11,Zte,Unidentified,14.645697,121.058817
2018-04-24 23:35:05,d2:5b:a8:32:a2:7c,hartsopia,WPA2/WPA,-69,13,None,Unidentified,14.645913,121.058858
2018-04-24 23:35:08,78:58:60:61:58:fc,Globe,WPA2/WPA,-49,2,HuaweiTe,Unidentified,14.645938,121.058868
2018-04-24 23:21:17,a0:f3:c1:fb:66:dc,PINAS,WPA2/WPA,-63,4,Tp-LinkT,Unidentified,14.645768,121.058800
2018-04-24 23:34:22,48:00:33:62:34:51,SKYbroadband344E,WPA2/WPA,-60,11,Technico,Broadband,14.645750,121.059182
2018-04-24 23:35:05,9e:a9:e4:e2:e4:38,VMARCAFE,WPA2/WPA,-75,1,None,Unidentified,14.645913,121.058858
2018-04-24 23:21:57,94:a7:b7:3c:f7:ee,BNC_BayanDSL,WPA2/WPA,-44,1,Zte,Broadband,14.645425,121.058727
2018-04-24 23:15:47,14:b7:f8:0b:44:97,Sashas WIFI,WPA2/WPA,-61,1,Technico,Unidentified,14.645832,121.058843
2018-04-24 23:34:09,cc:50:0a:5f:eb:00,PLDTHOMEFIBRfeb00,WPA2/WPA,-58,1,Fiberhom,Fiber,14.645717,121.059288
2018-04-24 23:23:02,74:cc:39:97:e8:c8,FIBERHOME,WPA2/WPA,-48,10,Fiberhom,Fiber,14.645068,121.058242
2018-04-24 23:36:50,b6:4e:26:4c:12:53,TFMGT Office_Guest,WPA2/WPA,-75,10,None,Unidentified,14.646268,121.059418
2018-04-24 23:26:47,f0:98:38:f9:59:58,bahaynibibay,WPA2/WPA,-67,8,HuaweiTe,Unidentified,14.645263,121.058702
2018-04-24 23:37:50,b0:4e:26:4c:12:53,TFMGT Office,WPA2/WPA,-73,10,Tp-LinkT,Unidentified,14.646175,121.059870
2018-04-24 23:34:23,40:b8:37:14:83:50,kiss muna ;-) ,WPA2,-74,11,SonyMobi,Unidentified,14.645752,121.059175
2018-04-24 23:21:44,90:61:0c:36:05:af,PLDTHOMEDSL01455,WPA2/WPA,-82,11,FidaInte,Broadband,14.645533,121.058757
2018-04-24 23:16:23,50:09:59:85:97:e9,SKYbroadband97E6,WPA2/WPA,-66,11,Technico,Broadband,14.645882,121.058540
2018-04-24 23:34:35,36:de:34:08:8e:08,mkcwifi,WPA2/WPA,-68,6,None,Unidentified,14.645782,121.059042
2018-04-24 23:34:09,10:bf:48:b2:90:9c,PRV-Residence US,WPA2/WPA,-64,1,AsustekC,Unidentified,14.645717,121.059288
2018-04-24 23:30:24,88:d2:74:86:bf:9c,bayanDSLWIFI_BF9C,WPA2/WPA,-63,1,Zte,Broadband,14.644255,121.060230
2018-04-24 23:34:28,84:8e:df:6f:b5:a3,Be brave.,WPA2,-75,1,SonyMobi,Unidentified,14.645768,121.059125
2018-04-24 23:21:28,70:5a:9e:41:1f:16,Avies Friend,WPA2/WPA,-62,1,Technico,Unidentified,14.645692,121.058818
2018-04-24 23:25:59,bc:c0:0f:7b:b5:b8,Happy Maple,WPA2/WPA,-57,1,Fiberhom,Fiber,14.645117,121.058308
2018-04-24 23:33:46,5c:54:6d:43:96:90,ILMO MARKETING,WPA2/WPA,-62,10,HuaweiTe,Unidentified,14.645633,121.059458
2018-04-24 23:20:31,fc:8b:97:ec:1f:30,PLDTMyDSLanonuevo,WPA2/WPA,-65,11,Shenzhen,Broadband,14.645920,121.058458
2018-04-24 23:33:20,00:13:33:f5:91:89,PLDTHOMEDSL,WPA2/WPA,-73,7,Baudtec,Broadband,14.645582,121.059682
2018-04-24 23:25:43,74:4a:a4:76:3c:0d,GLOBE_763C0D,WPA2/WPA,-58,2,Zte,Unidentified,14.645082,121.058142
2018-04-24 23:39:04,c0:56:27:90:c5:57,PDLAW,WPA2,-76,10,BelkinIn,Unidentified,14.645922,121.060433
2018-04-24 23:34:21,94:a7:b7:26:6c:32,HQ303,WPA2/WPA,-74,10,Zte,Unidentified,14.645747,121.059193
