Last Updt,Last Time,MAC,SSID,Encryption,Channel,Latitude,Longitude
2016-02-27 15:00:00,2016-02-27 15:00:00,3c:df:bd:0f:04:1b,HUAWEI-E5220-041b,wpa2,1,14.6460638,121.06124115
2015-07-26 08:00:00,2014-04-01 03:00:00,4c:09:b4:a2:19:11,Maranan,wpa,1,14.64607334,121.0612793
2016-02-27 15:00:00,2016-02-27 15:00:00,be:d1:d3:8c:6f:ae,MyPhone Wi-Fi hotspot,wpa2,6,14.64593029,121.06103516
2016-02-27 15:00:00,2016-02-27 15:00:00,94:a7:b7:3d:03:3c,starbucks-maginhawa,wpa2,11,14.6460638,121.06124115
2015-07-26 08:00:00,2014-08-17 14:00:00,00:26:75:d3:25:08,globe,wpa,11,14.64606285,121.06092834
2015-07-26 08:00:00,2014-04-01 03:00:00,00:26:75:ac:7e:a1,bayanDSLWiFi_7EA1,wpa2,1,14.64626122,121.06124878
2015-08-12 15:00:00,2015-08-12 15:00:00,46:91:db:7b:47:31,BaHA-Tys4LjMxekFuZHJvaWQ,wep,1,14.64594364,121.0610199
2016-02-27 15:00:00,2016-02-27 15:00:00,0c:96:bf:43:c6:03,HUAWEI-E5220-c603,wpa2,11,14.64601517,121.06106567
2016-02-27 15:00:00,2016-02-27 15:00:00,0e:12:62:81:27:eb,Sun Wi-Fi_8127EB,wpa2,12,14.6460638,121.06124115
2015-07-26 08:00:00,2015-07-26 08:00:00,68:a0:f6:7b:4a:de,HUAWEI-E5330-4ADE,wpa2,5,14.64603806,121.06092834
2016-02-27 15:00:00,2016-02-27 15:00:00,60:e3:27:6c:45:55,Malto Domain_EXT,wpa2,7,14.64601517,121.0610733
2016-02-27 15:00:00,2016-02-27 15:00:00,f8:01:13:07:99:a1,pixeemje,wpa2,7,14.6460638,121.06124115
2013-08-10 08:00:00,2013-08-10 10:00:00,b2:0e:e2:14:5c:81,Free Public WiFi,none,11,14.64615059,121.06127167
2016-02-27 15:00:00,2016-02-27 15:00:00,aa:a6:68:c0:4b:2b,Smart Bro_C04B2B,wpa2,6,14.6460638,121.06124115
2017-05-07 13:00:00,2017-05-07 13:00:00,70:9f:2d:a0:f1:20,bayanDSLWiFi_F120,wpa2,9,14.64600945,121.06126404
2016-02-27 15:00:00,2016-02-27 15:00:00,e4:77:23:a6:05:98,Chase,wpa2,12,14.64588642,121.05751801
2013-03-11 22:00:00,2013-03-12 00:00:00,fc:c8:97:71:88:24,no wifi,wpa,1,14.64549923,121.05725098
2015-07-26 08:00:00,2014-10-14 01:00:00,e0:cb:ee:b2:8f:95,Samsung Galaxy Tab S,wpa2,6,14.64585209,121.05864716
2015-07-26 08:00:00,2015-02-16 14:00:00,3a:f6:43:8c:64:ef,iPhone,wpa2,1,14.64558792,121.0592804
2015-07-26 08:00:00,2015-07-26 08:00:00,70:72:3c:cf:8b:f4,Bato,wpa2,11,14.64566517,121.05926514
2013-03-15 00:00:00,2013-03-15 02:00:00,ae:fa:ba:65:51:38,Puey's Ipad,wpa2,1,14.64558601,121.05906677
2015-07-26 08:00:00,2015-02-16 14:00:00,40:cb:a8:aa:2b:a5,HUAWEI-E5220-2ba5,wpa2,6,14.64548874,121.05991364
2015-07-26 08:00:00,2014-08-05 14:00:00,fe:9b:9c:94:2c:4e,Panda,wpa2,6,14.64550495,121.05996704
2013-10-02 04:00:00,2013-10-02 06:00:00,b0:b2:dc:74:04:f0,PLDTMyDSLFlowersOfMay,wpa2,11,14.64547634,121.05967712
2015-07-26 08:00:00,2014-09-22 16:00:00,e4:77:23:a5:5b:10,bayanDSLWiFi_5B10,wpa2,12,14.64581013,121.06043243
2017-07-29 21:00:00,2017-07-29 21:00:00,90:5f:2e:67:e0:8d,mysystem1,wpa2,2,14.64570904,121.06082153
2017-07-15 09:00:00,2017-07-15 09:00:00,5c:f2:86:25:8d:aa,Tope,wpa2,7,14.64579105,121.0608902
2017-07-29 21:00:00,2017-07-29 21:00:00,5c:f2:86:23:c8:b2,CanullasWifi,wpa2,11,14.64574051,121.06079865
2015-07-26 08:00:00,2015-07-26 08:00:00,e4:77:23:a6:13:98,bayanDSLWiFi_1398,wpa2,13,14.64548016,121.06083679
2015-07-26 08:00:00,2015-07-26 08:00:00,e8:94:f6:f2:89:20,WN Mandi Persian Grill,unknown,11,14.6458168,121.06074524
2015-07-26 08:00:00,2015-07-26 08:00:00,00:26:75:e3:d2:bc,HELLOW :),wpa,11,14.64587879,121.06069183
2015-07-26 08:00:00,2014-08-17 14:00:00,90:61:0c:0d:a9:0f,PLDTMyDSLluisa,wpa2,11,14.64565849,121.06082916
2015-07-26 08:00:00,2014-09-22 16:00:00,90:61:0c:0e:b2:39,PLDTMyDSL,wpa2,11,14.64583874,121.06060028
2017-06-09 13:00:00,2017-06-09 13:00:00,58:70:c6:fd:7c:de,YICarCam_fd7cde,wpa2,5,14.64552784,121.06083679
2017-06-09 13:00:00,2017-06-09 13:00:00,d2:b3:3f:76:0d:74,B4j3-bGpsZWU,wpa,1,14.64549351,121.06086731
2017-07-29 21:00:00,2017-07-29 21:00:00,3c:1e:04:0b:91:70,Provenciano,wpa2,11,14.64565563,121.06086731
2018-02-16 10:00:00,2018-02-16 10:00:00,00:26:75:ca:b5:f0,globe,wpa,11,14.64571667,121.06066132
2017-07-29 21:00:00,2017-07-29 21:00:00,7a:e8:b6:d4:11:58,uFi_D41158,wpa2,11,14.64571953,121.0606842
2017-07-29 21:00:00,2017-07-29 21:00:00,d4:40:f0:f6:c4:28,GLOBE TATTO,wpa2,5,14.64587593,121.06059265
2017-07-29 21:00:00,2017-07-29 21:00:00,aa:a6:68:2d:19:c7,Wifi,wpa2,13,14.64572239,121.06080627
2017-07-29 21:00:00,2017-07-29 21:00:00,e4:7d:eb:01:dd:5a,LBS CAMERA,wpa2,4,14.64582443,121.06060791
2017-06-09 13:00:00,2017-06-09 13:00:00,a8:a6:68:e0:1a:38,Sexystoner,wpa2,6,14.64586449,121.06126404
2015-07-26 08:00:00,2014-08-17 14:00:00,90:1d:27:18:f7:fa,F.R.Y.M,wpa2,11,14.64566135,121.06091309
2016-12-06 15:00:00,2016-12-06 15:00:00,f2:99:bf:6e:2d:48,Rosette's iPhone,wpa2,1,14.64554501,121.06090546
2015-07-26 08:00:00,2015-07-26 08:00:00,88:9b:39:1a:0f:54,Tracer Juan,wpa2,6,14.64553165,121.06091309
2013-06-21 12:00:00,2013-06-21 14:00:00,90:f6:52:30:dd:42,Virus Detected,wpa2,1,14.64583588,121.06098175
2015-08-12 15:00:00,2015-08-12 15:00:00,be:4c:c4:dd:c5:4a,i6plus2,wpa2,1,14.6458149,121.06095886
2015-07-26 08:00:00,2015-07-26 08:00:00,14:b9:68:2f:60:31,MobileWiFi-6031,wpa2,6,14.64546871,121.06104279
2013-04-02 17:00:00,2013-04-02 19:00:00,7a:a3:e4:72:06:67,Jiggs Basa,wpa2,2,14.64546585,121.06093597
2015-07-26 08:00:00,2015-07-26 08:00:00,40:6f:2a:f7:3d:45,123abc,wpa2,6,14.64589214,121.06091309
2013-06-21 12:00:00,2013-06-21 14:00:00,7e:fa:df:72:52:e2,MIKOY,wpa2,1,14.64583683,121.06097412
2015-08-12 15:00:00,2015-08-12 15:00:00,5e:f9:6a:b3:42:29,SMART-BRO-34228,wpa,6,14.64570332,121.06095886
2013-04-19 14:00:00,2013-04-19 16:00:00,b0:b2:dc:80:6f:74,PLDTMyDSLAlex,wpa2,11,14.6458168,121.06130981
2015-07-26 08:00:00,2014-08-17 14:00:00,f0:72:8c:ee:35:8d,Jesus,wpa2,6,14.6455183,121.06097412
2015-07-26 08:00:00,2015-02-16 14:00:00,f0:7d:68:47:4c:1c,RTJ,wpa2,10,14.64576244,121.06134033
2013-03-11 22:00:00,2013-03-12 00:00:00,58:6d:8f:08:98:0b,ZAGALA,wpa2,6,14.64508152,121.05726624
2017-07-15 09:00:00,2017-07-15 09:00:00,60:02:92:4d:88:1f,adda13,wpa2,11,14.64535332,121.05780029
2015-08-12 15:00:00,2015-08-12 15:00:00,d4:6e:5c:1b:91:28,Revenger,wpa2,1,14.64529991,121.05995178
2015-07-26 08:00:00,2014-10-14 01:00:00,3c:df:bd:03:6b:17,Star Allen Walker,wpa2,6,14.6453886,121.06006622
2015-07-26 08:00:00,2015-07-26 08:00:00,ee:29:f5:07:f1:4a,iPhone,wpa2,1,14.64545536,121.0605011
2013-07-28 07:00:00,2013-07-28 09:00:00,40:4d:8e:6c:b3:0a,Tattoo,wep,1,14.64527607,121.06080627
2013-03-26 12:00:00,2013-03-26 14:00:00,02:11:87:28:18:06,wireless,wep,1,14.64529514,121.06048584
2015-07-26 08:00:00,2014-08-17 14:00:00,50:9f:27:08:82:a8,covimyx,wpa2,6,14.64523792,121.06060791
2013-06-21 12:00:00,2013-06-21 14:00:00,62:b3:95:81:85:6f,Abi Brabante,wpa2,1,14.64510918,121.06089783
2013-11-30 07:00:00,2013-11-30 09:00:00,50:9f:27:47:77:3e,robin,wpa2,6,14.64536381,121.06072998
2015-07-26 08:00:00,2015-01-22 04:00:00,f4:6d:e2:e3:ea:40,uFi_E3EA40,wpa2,1,14.64533043,121.0608902
2013-03-01 11:00:00,2013-03-01 13:00:00,e4:7c:f9:56:a4:9a,SEC_LinkShare_373098,wpa2,11,14.64545441,121.06098175
2015-07-26 08:00:00,2015-07-26 08:00:00,f2:c1:f1:0f:95:85,Cates5C,wpa2,1,14.64540958,121.06102753
2013-04-19 14:00:00,2013-04-19 16:00:00,2c:26:c5:18:02:a0,bayanDSL,wpa,2,14.64533234,121.06098938
2013-11-10 14:00:00,2013-11-10 16:00:00,38:46:08:f2:eb:04,spiderman,wpa,10,14.64510727,121.06101227
2015-08-12 15:00:00,2015-08-12 15:00:00,3c:df:bd:27:e1:80,Red Room Wifi,wpa2,6,14.64541626,121.06099701
2013-06-21 12:00:00,2013-06-21 14:00:00,e0:46:9a:47:8f:14,virusalert,wpa2,2,14.64532948,121.06102753
2015-07-26 08:00:00,2014-08-05 14:00:00,e0:cb:4e:65:7e:3c,ultimate,wpa2,6,14.64523983,121.06090546
2015-07-26 08:00:00,2015-07-26 08:00:00,08:63:61:cf:75:23,ano ka siniswerte buy your own,wpa2,5,14.64540958,121.06102753
2015-07-26 08:00:00,2014-08-17 14:00:00,40:6a:ab:4f:82:78,Mobile Hotspot 6893,wpa2,6,14.64532185,121.06100464
2013-11-10 14:00:00,2013-11-10 16:00:00,38:46:08:f2:e7:ac,bayanDSL,wpa,1,14.6450367,121.06095123
2015-07-26 08:00:00,2015-07-26 08:00:00,70:72:3c:92:e4:fb,Dealvia,wpa2,10,14.64536285,121.06098938
2017-07-29 21:00:00,2017-07-29 21:00:00,5c:f2:86:25:7f:00,AidzOfBassSincopado,wpa2,9,14.64527798,121.06097412
2015-07-26 08:00:00,2015-07-26 08:00:00,08:fd:0e:79:3c:1b,MYKGLOBE_SU,wpa2,6,14.64536285,121.06098938
2013-04-02 17:00:00,2013-04-02 19:00:00,94:39:e5:dc:41:a9,Connectify-me,wpa2,11,14.64537525,121.06093597
2013-02-10 05:00:00,2013-02-10 07:00:00,8a:ef:52:bf:dc:08,bertsss_cs16,none,1,14.64544773,121.06104279
2017-07-29 21:00:00,2017-07-29 21:00:00,f0:d1:a9:11:39:1c,Jomel's Wi-Fi Network,wpa2,11,14.64518452,121.06100464
2015-07-26 08:00:00,2014-08-05 14:00:00,f4:3e:61:20:13:e9,telcute,wpa2,6,14.64540482,121.06103516
2013-12-09 15:00:00,2013-12-09 17:00:00,b0:b2:dc:47:01:b8,PLDTMyDSL,wpa2,11,14.64506054,121.0610733
2016-12-06 15:00:00,2016-12-06 15:00:00,f0:79:59:2a:26:e0,Crazy,wpa2,6,14.6453104,121.06092834
2013-06-21 12:00:00,2013-06-21 14:00:00,be:92:6b:51:31:63,iPad,wpa2,1,14.64530563,121.06109619
2013-11-30 07:00:00,2013-11-30 09:00:00,fc:f5:28:3d:36:14,PLDTMyDSL,wpa2,11,14.6454258,121.06095886
2017-07-29 21:00:00,2017-07-29 21:00:00,f4:9f:f3:62:40:e6,HUAWEI-E5373-40E6,wpa2,6,14.64541054,121.06096649
2013-03-11 22:00:00,2013-03-12 00:00:00,00:26:5c:53:e5:12,PS3-3913151,wpa,6,14.6447649,121.05736542
2013-03-11 22:00:00,2013-03-12 00:00:00,4c:ac:0a:88:96:fb,PLDTMyDSL,wpa2,11,14.64499569,121.05727386
2013-11-10 14:00:00,2013-11-10 16:00:00,d2:b3:3f:dc:7e:79,budoy,wpa2,4,14.64495087,121.06085968
2017-07-29 21:00:00,2017-07-29 21:00:00,90:e6:ba:85:bd:a6,survivor,wpa2,1,14.64489651,121.06082916
2013-03-24 10:00:00,2013-03-24 12:00:00,bc:20:a4:1e:7b:1e,Asa ka may bayad to ok,wpa2,6,14.6449461,121.06089783
2017-07-29 21:00:00,2017-07-29 21:00:00,24:df:6a:70:74:46,navigator,wpa2,5,14.6448946,121.06104279
2013-11-30 07:00:00,2013-11-30 09:00:00,00:04:ed:d3:64:2a,Premiera Dentista,wpa,1,14.64499474,121.06097412
2017-07-29 21:00:00,2017-07-29 21:00:00,f0:98:38:07:58:34,unit102,wpa2,8,14.64490318,121.06105042
2013-11-23 04:00:00,2013-11-23 06:00:00,f8:df:a8:30:78:01,bietinhaia0416,wpa2,1,14.64474106,121.06119537
2013-12-09 15:00:00,2013-12-09 17:00:00,84:c9:b2:a9:30:d0,altavas,wpa2,9,14.64489937,121.06118774
2013-11-30 07:00:00,2013-11-30 09:00:00,38:46:08:04:96:b4,CMP,wpa2,1,14.64462757,121.06104279
2017-07-29 21:00:00,2017-07-29 21:00:00,4c:81:20:92:06:02,Tsim Sha Tsui,wpa2,11,14.64499378,121.06105042
2016-12-06 15:00:00,2016-12-06 15:00:00,6a:14:01:3b:f8:6c,DIRECT-St-BRAVIA,wpa2,11,14.64494514,121.06095123
2017-07-29 21:00:00,2017-07-29 21:00:00,fa:8f:ca:39:ee:f0,None,unknown,1,14.64496422,121.06104279
2018-02-16 10:00:00,2018-02-16 10:00:00,cc:06:77:6e:c8:58,Heets Net Cafe,wpa2,5,14.64470005,121.06098175
2018-02-16 10:00:00,2018-02-16 10:00:00,0e:41:58:00:f4:f8,BlackZoneNorth,wpa2,1,14.64470005,121.06098175
2018-02-16 10:00:00,2018-02-16 10:00:00,6c:3b:6b:ad:9e:9d,MikroTik-Dynadish-A,wpa2,56,14.64463711,121.06098175
2013-03-11 22:00:00,2013-03-12 00:00:00,fc:c8:97:68:cf:68,bayanDSL,wpa,11,14.64450645,121.05741119
2015-07-26 08:00:00,2014-09-22 16:00:00,d0:22:be:20:0d:89,bakamakaconnectka?,wpa2,6,14.64453793,121.05926514
2015-07-26 08:00:00,2015-01-22 04:00:00,f0:25:b7:4e:69:04,Jet Note 3,wpa2,6,14.64443207,121.06021118
2013-02-09 13:00:00,2013-02-09 15:00:00,00:04:ed:d3:8e:80,redapple,wpa,1,14.64422321,121.0612793
2016-12-06 15:00:00,2016-12-06 15:00:00,f8:d1:11:32:94:e0,R2RS,wpa2,6,14.64431381,121.06101227
2013-04-14 12:00:00,2013-04-14 14:00:00,90:f6:52:32:51:4a,COLECarea4,wpa2,6,14.644207,121.0611496
2013-11-30 07:00:00,2013-11-30 09:00:00,4c:72:b9:b2:db:21,mona's bakeshop,wpa2,1,14.64435577,121.06105804
2017-07-29 21:00:00,2017-07-29 21:00:00,5c:f2:86:23:fe:94,anti_social_kiwi,wpa2,7,14.6442728,121.06116486
2013-11-30 07:00:00,2013-11-30 09:00:00,62:b3:95:87:a1:7c,KATHY i5,wpa2,1,14.64442921,121.0610199
2016-12-06 15:00:00,2016-12-06 15:00:00,8e:79:67:81:3d:20,Smart Bro_813D20,wep,1,14.64432526,121.06099701
2016-12-06 15:00:00,2016-12-06 15:00:00,ea:08:8b:58:93:f5,I Like Warm Hugs,wpa2,6,14.64436817,121.06099701
2015-08-12 15:00:00,2015-08-12 15:00:00,40:6f:2a:3b:53:57,Mobile Hotspot 5571,wpa2,6,14.64382267,121.05976105
2013-12-01 02:00:00,2013-12-01 04:00:00,90:94:e4:b0:8a:64,gae-conference1,wpa2,5,14.64377785,121.06104279
2013-12-01 02:00:00,2013-12-01 04:00:00,00:0b:86:f2:fb:40,Bayan Guest,none,11,14.64372349,121.06105804
2013-04-14 12:00:00,2013-04-14 14:00:00,90:61:0c:05:b8:b9,PLDTMyDSL,wpa2,11,14.64399242,121.06101227
2013-12-01 02:00:00,2013-12-01 04:00:00,90:f6:52:c5:1e:09,PDM WiFI,wpa2,11,14.6437273,121.06104279
2016-05-09 11:00:00,2016-05-09 11:00:00,e0:8e:3c:04:b0:87,bayanDSLWIFI_B087,wpa2,3,14.64384174,121.06118774
2017-09-30 02:00:00,2017-09-30 02:00:00,e0:8e:3c:1f:cc:cb,R2RS,wpa2,1,14.64401913,121.06119537
2013-04-14 12:00:00,2013-04-14 14:00:00,00:30:4f:73:95:1c,default,wpa,11,14.64404583,121.06105042
2013-04-14 12:00:00,2013-04-14 14:00:00,b4:b3:62:5e:07:1c,AlexisNicole,wpa2,1,14.64403915,121.06112671
2013-11-23 04:00:00,2013-11-23 06:00:00,bc:79:ad:a2:ee:83,do123,wpa2,6,14.64410973,121.06105042
2013-03-24 10:00:00,2013-03-24 12:00:00,f2:cb:a1:62:6b:0a,Xavier Ryan Singh?s iPhone,wpa2,1,14.64388657,121.06104279
2018-02-16 10:00:00,2018-02-16 10:00:00,e0:8e:3c:22:4e:db,PGS-UNICEF,wpa2,1,14.64386177,121.06103516
2013-03-11 22:00:00,2013-03-12 00:00:00,00:86:11:0a:1c:46,dd-wrt,wpa,6,14.64332008,121.05787659
2015-09-16 17:00:00,2015-09-16 17:00:00,aa:a6:68:2f:9c:44,Smart Bro_2F9C44,wpa2,6,14.64351082,121.05979156
2013-03-24 10:00:00,2013-03-24 12:00:00,e8:40:f2:da:b0:82,henrys' grille,wpa,6,14.64330578,121.06098938
2016-12-06 15:00:00,2016-12-06 15:00:00,e6:8d:8c:5d:2b:d3,PCSO,unknown,6,14.64338493,121.0610733
2017-09-30 02:00:00,2017-09-30 02:00:00,00:0b:86:f3:16:22,IMBayan,none,11,14.64322853,121.06104279
2013-12-01 02:00:00,2013-12-01 04:00:00,90:94:e4:a6:52:2a,dlink,wpa2,10,14.64360619,121.06106567
2013-11-30 07:00:00,2013-11-30 09:00:00,00:0b:86:f3:14:62,IMBayan,none,6,14.64325714,121.06097412
2013-12-01 02:00:00,2013-12-01 04:00:00,00:0b:86:f3:15:22,IMBayan,none,11,14.64355469,121.06106567
2016-12-06 15:00:00,2016-12-06 15:00:00,e6:8d:8c:5d:2b:d2,Globo-Guest,unknown,6,14.64361954,121.06105042
2013-04-21 09:00:00,2013-04-21 11:00:00,38:46:08:e4:86:18,raznet,wpa,3,14.64353561,121.06098938
2013-09-25 01:00:00,2013-09-25 03:00:00,f8:01:13:7f:b6:3f,wenagbet,wpa2,6,14.6431675,121.05793762
2013-03-11 22:00:00,2013-03-12 00:00:00,fc:c8:97:68:da:3c,MidnightOwl,wpa,1,14.64279842,121.05809021
2013-03-11 22:00:00,2013-03-12 00:00:00,90:61:0c:08:84:42,PLDTMyDSL,wpa2,11,14.64276505,121.05838013
2016-12-06 15:00:00,2016-12-06 15:00:00,b0:b2:dc:46:0e:60,PLDTMyDSL,wpa2,11,14.64279652,121.05893707
2013-03-11 22:00:00,2013-03-12 00:00:00,ba:73:b9:73:b9:73,Free Public WiFi,none,11,14.64280224,121.05942535
2016-12-06 15:00:00,2016-12-06 15:00:00,e8:08:8b:c0:6e:65,VITTORIO,wpa2,1,14.64285374,121.05937195
2016-12-06 15:00:00,2016-12-06 15:00:00,90:f6:52:65:8f:66,JOMER-LAPTOP_Network,wpa2,4,14.64285374,121.05937195
2013-03-11 22:00:00,2013-03-12 00:00:00,ac:81:12:af:34:95,NailSpa&Co.,wpa,11,14.64279461,121.05934906
2016-12-06 15:00:00,2016-12-06 15:00:00,aa:a6:68:b4:7f:d3,RIA.LORAINE,wpa2,1,14.6428318,121.05917358
2013-03-11 22:00:00,2013-03-12 00:00:00,4c:e6:76:34:ec:60,roxas-G-TKIP,wpa,6,14.64285564,121.05975342
2013-03-11 22:00:00,2013-03-12 00:00:00,4c:e6:76:34:ec:61,roxas-G-AES,wpa,6,14.64285374,121.05975342
2013-03-11 22:00:00,2013-03-12 00:00:00,4c:e6:76:34:ec:62,roxas-G-WEP,wep,6,14.64285374,121.05975342
2013-03-11 22:00:00,2013-03-12 00:00:00,f4:c7:14:8a:ef:68,Tattoo,wpa,1,14.64284611,121.05953217
2013-11-30 07:00:00,2013-11-30 09:00:00,90:61:0c:0d:3c:93,PLDTMyDSL_Hector,wpa2,11,14.6428175,121.06034851
2013-11-30 07:00:00,2013-11-30 09:00:00,2c:26:c5:16:fa:24,bayanDSL,wpa,1,14.64285755,121.0603714
2013-03-11 22:00:00,2013-03-12 00:00:00,4c:09:b4:a7:01:2f,PMMG Enterprises,wpa,1,14.64288712,121.06038666
2013-11-30 07:00:00,2013-11-30 09:00:00,58:6d:8f:89:8e:26,Rosey,wpa2,6,14.64280987,121.06014252
2016-12-06 15:00:00,2016-12-06 15:00:00,e0:8e:3c:1a:49:b3,Aldbeth,wpa2,1,14.64291,121.06017303
2013-03-11 22:00:00,2013-03-12 00:00:00,1c:7e:e5:fd:2c:52,dlink,none,9,14.64289284,121.06021881
2013-04-14 12:00:00,2013-04-14 14:00:00,74:ea:3a:ae:ba:e8,Deng,wep,5,14.6429081,121.0602951
2016-12-06 15:00:00,2016-12-06 15:00:00,00:26:75:f4:48:b9,DNPE,wpa2,11,14.64293671,121.06053925
2013-04-14 12:00:00,2013-04-14 14:00:00,00:0b:86:f3:13:c2,IMBayan,none,11,14.64308643,121.06086731
2013-04-14 12:00:00,2013-04-14 14:00:00,38:aa:3c:da:15:1d,AndroidAP,wpa2,6,14.64295292,121.06047821
2013-04-14 12:00:00,2013-04-14 14:00:00,00:0b:86:f1:97:c2,IMBayan,none,11,14.64291382,121.06098175
2013-04-14 12:00:00,2013-04-14 14:00:00,00:0b:86:f3:14:21,Bayan Wi-Fi+,wpa,11,14.6429739,121.06098938
2017-09-30 02:00:00,2017-09-30 02:00:00,00:0b:86:f3:16:31,None,wpa,140,14.64311409,121.06108093
2013-11-30 07:00:00,2013-11-30 09:00:00,00:0b:86:f3:0f:60,Bayan Guest,none,11,14.64299202,121.06096649
2013-10-30 11:00:00,2013-10-30 13:00:00,00:0b:86:f3:0f:61,Bayan Wi-Fi+,wpa,11,14.64295769,121.06105042
2017-09-30 02:00:00,2017-09-30 02:00:00,00:0b:86:f3:16:30,Bayan Guest,unknown,140,14.64311409,121.06108093
2017-09-30 02:00:00,2017-09-30 02:00:00,00:0b:86:f3:16:32,None,unknown,140,14.64311409,121.06108093
2017-09-30 02:00:00,2017-09-30 02:00:00,34:ba:9a:52:b1:8a,MPW-SmartBro,wpa2,4,14.64311409,121.06108093
2015-07-26 08:00:00,2015-02-16 14:00:00,aa:a6:68:28:87:8a,N,wpa2,6,14.64305782,121.06113434
2016-12-06 15:00:00,2016-12-06 15:00:00,90:61:0c:2e:c9:77,None,wpa2,1,14.64270973,121.05766296
2016-12-06 15:00:00,2016-12-06 15:00:00,2c:26:c5:16:d0:b8,cclaw,wpa,1,14.64270973,121.05766296
2016-12-06 15:00:00,2016-12-06 15:00:00,7e:01:91:d0:63:3f,6S+MAN,wpa2,1,14.64271545,121.05773926
2016-12-06 15:00:00,2016-12-06 15:00:00,5c:f2:86:24:f3:fe,souldierboy,wpa2,7,14.64270973,121.05766296
2016-12-06 15:00:00,2016-12-06 15:00:00,00:90:0e:06:22:98,Z-Compound WiFi,unknown,6,14.64276314,121.05856323
2017-12-02 08:00:00,2017-01-29 18:00:00,5c:f2:86:2b:8a:53,Globe_LTE MIFI_8A53,wpa2,8,14.64169598,121.0585022
